SiteID,precipitation,rain_time,sampleID,subtreatment,Treatment,rf_event,Year,flow_time,ro_event,flow,tss_sum,rf_rate,random
RHO,0.012,271,3045,control,control,64,2018,956,86,84.876,0.024197524,2.656826568,R
RHO,0.056,316,3054,control,control,68,2018,7116,90,36414.768,24.79390288,10.63291139,R
RHO,0.056,316,3053,prairie strip,strips,68,2018,586,48,5913.671,1.918764156,10.63291139,R
RHO,0.056,316,3053,prairie strip,strips,68,2018,1361,52,1961.964,0.436886954,10.63291139,R
RHO,0.026,406,3054,control,control,72,2018,7116,90,36414.768,24.79390288,3.842364532,R
RHO,0.026,406,NS,prairie strip,strips,72,2018,0,a72,0,0,3.842364532,R
RHO,0.013,166,3054,control,control,74,2018,7116,90,36414.768,24.79390288,4.698795181,R
RHO,0.013,166,NS,prairie strip,strips,74,2018,0,a90,0,0,4.698795181,R
RHO,0.009,221,3054,control,control,76,2018,7116,90,36414.768,24.79390288,2.443438914,R
RHO,0.009,221,3053,prairie strip,strips,76,2018,586,48,5913.671,1.918764156,2.443438914,R
RHO,0.009,221,3053,prairie strip,strips,76,2018,1361,52,1961.964,0.436886954,2.443438914,R
RHO,0.025,216,3062,control,control,82,2018,7926,112,19407.223,10.27947613,6.944444444,R
RHO,0.025,216,3061,prairie strip,strips,82,2018,1716,54,4323.81,6.313361012,6.944444444,R
RHO,0.013,96,3066,control,control,86,2018,7926,112,19407.223,0.595108338,8.125,R
RHO,0.013,96,3066,control,control,86,2018,576,116,6835.727,2.967370675,8.125,R
RHO,0.013,96,3065,prairie strip,strips,86,2018,1001,56,1261.667,2.380078966,8.125,R
RHO,0.013,96,3065,prairie strip,strips,86,2018,1616,60,3534.719,6.683724289,8.125,R
RHO,0.022,81,3066,control,control,88,2018,7926,112,19407.223,0.595108338,16.2962963,R
RHO,0.022,81,3066,control,control,88,2018,576,116,6835.727,2.967370675,16.2962963,R
RHO,0.022,81,3065,prairie strip,strips,88,2018,1001,56,1261.667,2.380078966,16.2962963,R
RHO,0.022,81,3065,prairie strip,strips,88,2018,1616,60,3534.719,6.683724289,16.2962963,R
RHO,0.008,241,3074,control,control,98,2018,5386,122,9178.286,6.128949929,1.991701245,R
RHO,0.008,241,NS,prairie strip,strips,98,2018,0,a122,0,0,1.991701245,R
RHO,0.016,76,3074,control,control,102,2018,5386,122,9178.286,6.128949929,12.63157895,R
RHO,0.016,76,NS,prairie strip,strips,102,2018,0,a122,0,0,12.63157895,R
RHO,0.015,711,4005,control,control,20,2019,701,16,28.471,1.144730446,1.265822785,R
RHO,0.015,711,4005,control,control,20,2019,191,18,269.242,14.30405694,1.265822785,R
RHO,0.015,711,NS,prairie strip,strips,20,2019,0,a18,0,0,1.265822785,R
RHO,0.024,451,4005,control,control,22,2019,701,16,28.471,1.144730446,3.192904656,R
RHO,0.024,451,4005,control,control,22,2019,191,18,269.242,14.30405694,3.192904656,R
RHO,0.024,451,4004,prairie strip,strips,22,2019,876,18,245.016,1.300554589,3.192904656,R
RHO,0.024,451,4004,prairie strip,strips,22,2019,756,20,2794.517,15.21977717,3.192904656,R
RHO,0.028,341,4011,control,control,24,2019,476,22,3381.682,4.955737554,4.926686217,R
RHO,0.028,341,4010,prairie strip,strips,24,2019,586,22,3238.151,10.16579495,4.926686217,R
RHO,0.057,501,4024,control,control,26,2019,631,24,10573.189,291.3597747,6.826347305,R
RHO,0.057,501,4024,control,control,26,2019,71,28,663.677,18.29041057,6.826347305,R
RHO,0.057,501,4024,control,control,26,2019,131,30,74.888,2.061814371,6.826347305,R
RHO,0.057,501,4023,prairie strip,strips,26,2019,521,24,7660.874,354.1355998,6.826347305,R
RHO,0.057,501,4023,prairie strip,strips,26,2019,656,28,888.548,35.96576359,6.826347305,R
RHO,0.011,51,4024,control,control,34,2019,631,24,10573.189,291.3597747,12.94117647,R
RHO,0.011,51,4024,control,control,34,2019,71,28,663.677,18.29041057,12.94117647,R
RHO,0.011,51,4024,control,control,34,2019,131,30,74.888,2.061814371,12.94117647,R
RHO,0.011,51,4023,prairie strip,strips,34,2019,521,24,7660.874,354.1355998,12.94117647,R
RHO,0.011,51,4023,prairie strip,strips,34,2019,656,28,888.548,35.96576359,12.94117647,R
RHO,0.008,11,4029,control,control,40,2019,4836,36,2391.366,46.54209198,43.63636364,R
RHO,0.008,11,4028,prairie strip,strips,40,2019,101,32,252.014,6.898277023,43.63636364,R
RHO,0.04,121,4034,control,control,44,2019,5051,44,60340.037,741.9566704,19.83471074,R
RHO,0.04,121,4033,prairie strip,strips,44,2019,3691,38,5596.006,156.1424876,19.83471074,R
RHO,0.013,21,4034,control,control,46,2019,5051,44,60340.037,741.9566704,37.14285714,R
RHO,0.013,21,4033,prairie strip,strips,46,2019,3691,38,5596.006,156.1424876,37.14285714,R
RHO,0.019,496,4039,control,control,54,2019,36,50,1441.583,7.440553545,2.298387097,R
RHO,0.019,496,4042,control,control,54,2019,2526,52,326.722,1.671618082,2.298387097,R
RHO,0.019,496,4038,prairie strip,strips,54,2019,166,48,410.698,4.125419489,2.298387097,R
RHO,0.03,51,4046,control,control,68,2019,51,54,284.601,1.643851112,35.29411765,R
RHO,0.03,51,NS,prairie strip,strips,68,2019,0,a54,0,0,35.29411765,R
RHO,0.007,176,4060,control,control,90,2019,3706,60,7648.777,9.672195292,2.386363636,R
RHO,0.007,176,4059,prairie strip,strips,90,2019,4456,72,3729.352,7.011250437,2.386363636,R
RHO,0.045,441,4060,control,control,92,2019,3706,60,7648.777,9.672195292,6.12244898,R
RHO,0.045,441,4059,prairie strip,strips,92,2019,4456,72,3729.352,7.011250437,6.12244898,R
RHO,0.027,296,4062,control,control,96,2019,5182,62,4951.807,3.635658077,5.472972973,R
RHO,0.027,296,4061,prairie strip,strips,96,2019,1921,74,1596.439,1.535652498,5.472972973,R
RHO,0.011,119,4069,control,control,100,2019,131,64,6055.452,7.982430616,5.546218487,R
RHO,0.011,119,4068,prairie strip,strips,100,2019,2536,76,936.936,5.968015404,5.546218487,R
RHO,0.032,251,5006,control,control,16,2020,5026,4,7594.939,0.165567784,7.64940239,R
RHO,0.032,251,5005,prairie strip,strips,16,2020,106,16,354.509,3.011980453,7.64940239,R
RHO,0.013,20,5013,control,control,30,2020,26,10,342.835,4.309061969,39,R
RHO,0.013,20,NS,prairie strip,strips,30,2020,0,a10,0,0,39,R
RHO,0.035,296,5017,control,control,34,2020,141,12,2085.566,4.814615496,7.094594595,R
RHO,0.035,296,5017,control,control,34,2020,371,14,2327.317,5.370115201,7.094594595,R
RHO,0.035,296,5016,prairie strip,strips,34,2020,10076,32,4542.593,1.967592589,7.094594595,R
RHO,0.017,281,5017,control,control,36,2020,141,12,2085.566,4.814615496,3.629893238,R
RHO,0.017,281,5017,control,control,36,2020,371,14,2327.317,5.370115201,3.629893238,R
RHO,0.017,281,5016,prairie strip,strips,36,2020,10076,32,4542.593,1.967592589,3.629893238,R
RHO,0.022,86,5020,control,control,40,2020,1391,16,480.141,0.64787989,15.34883721,R
RHO,0.022,86,5020,control,control,40,2020,626,18,185.925,0.536089065,15.34883721,R
RHO,0.008,41,5020,control,control,42,2020,1391,16,480.141,0.64787989,11.70731707,R
RHO,0.008,41,5020,control,control,42,2020,626,18,185.925,0.536089065,11.70731707,R
RHO,0.02,366,5020,control,control,44,2020,1391,16,480.141,0.64787989,3.278688525,R
RHO,0.02,366,5020,control,control,44,2020,626,18,185.925,0.536089065,3.278688525,R
WHI,0.052,291,1018,control,control,22,2016,2461,47,938.986,5.305710561,10.72164948,NR
WHI,0.052,291,NS,prairie strip,strips,22,2016,0,a47,0,0,10.72164948,NR
WHI,0.015,26,NS,prairie strip,strips,10,2018,0,a2,0,0,34.61538462,NR
WHI,0.015,26,3200,prairie strip,strips,10,2018,576,2,3958.067,6.255575116,34.61538462,NR
WHI,0.011,96,NS,control,control,12,2018,0,a2,0,0,6.875,NR
WHI,0.011,96,3201,prairie strip,strips,12,2018,576,2,3958.067,1.535907051,6.875,NR
WHI,0.016,1,NS,control,control,28,2018,0,a10,0,0,960,NR
WHI,0.016,1,3202,prairie strip,strips,28,2018,351,10,22691.578,2.124183723,960,NR
WHI,0.015,91,3205,control,control,36,2018,2651,10,23290.079,36.99383591,9.89010989,NR
WHI,0.015,91,3206,prairie strip,strips,36,2018,321,16,17500.742,4.003503058,9.89010989,NR
WHI,0.029,441,3207,control,control,40,2018,906,18,13891.112,16.57610459,3.945578231,NR
WHI,0.029,441,3208,prairie strip,strips,40,2018,476,22,3605.013,0.253254207,3.945578231,NR
WHI,0.027,41,3210,control,control,42,2018,656,24,13902.621,30.37875513,39.51219512,NR
WHI,0.027,41,3209,prairie strip,strips,42,2018,61,24,2557.92,0.141992588,39.51219512,NR
WHI,0.035,161,NS,control,control,74,2018,0,a26,0,0,13.04347826,NR
WHI,0.035,161,3211,prairie strip,strips,74,2018,81,26,1173.609,0.815306233,13.04347826,NR
WHI,0.039,866,3213,control,control,78,2018,91,120,11937.446,45.12562028,2.702078522,NR
WHI,0.039,866,3212,prairie strip,strips,78,2018,111,28,22808.552,29.25706145,2.702078522,NR
WHI,0.018,61,3077,control,control,88,2018,156,122,3457.227,9.389230337,17.70491803,NR
WHI,0.018,61,3077,control,control,88,2018,656,124,13306.934,36.13553355,17.70491803,NR
WHI,0.018,61,NS,prairie strip,strips,88,2018,0,a124,0,0,17.70491803,NR
WHI,0.02,251,3077,control,control,90,2018,156,122,3457.227,9.389230337,4.780876494,NR
WHI,0.02,251,3077,control,control,90,2018,656,124,13306.934,36.13553355,4.780876494,NR
WHI,0.02,251,3076,prairie strip,strips,90,2018,126,30,375.215,0.52718133,4.780876494,NR
WHI,0.02,251,3076,prairie strip,strips,90,2018,656,34,12523.72,17.58785889,4.780876494,NR
WHI,0.07696,15421,4020,control,control,24,2019,141,2,1270.267,0.830954978,0.299435834,NR
WHI,0.07696,15421,4020,control,control,24,2019,191,4,2054.508,1.343972291,0.299435834,NR
WHI,0.07696,15421,4012,prairie strip,strips,24,2019,86,2,2423.494,1.589017058,0.299435834,NR
WHI,0.07696,15421,4019,prairie strip,strips,24,2019,516,4,7193.132,5.988996759,0.299435834,NR
WHI,0.07696,15421,4019,prairie strip,strips,24,2019,176,8,2919.821,2.431040958,0.299435834,NR
WHI,0.102,106,4050,control,control,48,2019,111,8,4483.814,4.531913279,57.73584906,NR
WHI,0.102,106,4049,prairie strip,strips,48,2019,106,18,13551.214,5.81765841,57.73584906,NR
WHI,0.017,546,NS,control,control,84,2019,0,a24,0,0,1.868131868,NR
WHI,0.017,546,4064,prairie strip,strips,84,2019,86,24,587.591,0.052997137,1.868131868,NR
WHI,0.031,96,NS,control,control,86,2019,0,a26,0,0,19.375,NR
WHI,0.031,96,4066,prairie strip,strips,86,2019,126,26,9972.562,4.480197173,19.375,NR
WHI,0.031,96,4066,prairie strip,strips,86,2019,681,28,21747.367,9.770056296,19.375,NR
WHI,0.042,626,NS,control,control,88,2019,0,a26,0,0,4.025559105,NR
WHI,0.042,626,4066,prairie strip,strips,88,2019,126,26,9972.562,4.480197173,4.025559105,NR
WHI,0.042,626,4066,prairie strip,strips,88,2019,681,28,21747.367,9.770056296,4.025559105,NR
WOR,0.061,836,1025,control,control,82,2016,1091,28,470.253,0.050369002,4.377990431,R
WOR,0.061,836,NS,prairie strip,strips,82,2016,0,a28,0,0,4.377990431,R
WOR,0.059,201,1030,control,control,92,2016,2306,36,21811.365,5.642764695,17.6119403,R
WOR,0.059,201,NS,prairie strip,strips,92,2016,0,a36,0,0,17.6119403,R
WOR,0.025,471,1035,control,control,96,2016,511,38,653.72,0.147411014,3.184713376,R
WOR,0.025,471,NS,prairie strip,strips,96,2016,0,a38,0,0,3.184713376,R
WOR,0.023,411,3000,control,control,8,2018,831,2,5566.28,1.476607614,3.357664234,R
WOR,0.023,411,NS,prairie strip,strips,8,2018,0,a2,0,0,3.357664234,R
WOR,0.09906,102421,3010,control,control,12,2018,2666,10,1165.946,3.98E-06,0.058031068,R
WOR,0.09906,102421,3016,control,control,12,2018,1606,14,77439.867,72.44304586,0.058031068,R
WOR,0.09906,102421,3019,control,control,12,2018,4756,16,11320.264,1.461408178,0.058031068,R
WOR,0.09906,102421,3027,control,control,12,2018,4756,16,11320.264,2.059508328,0.058031068,R
WOR,0.09906,102421,3030,control,control,12,2018,606,18,3885.192,1.51750412,0.058031068,R
WOR,0.09906,102421,3035,control,control,12,2018,646,20,19826.006,0.076096922,0.058031068,R
WOR,0.09906,102421,3039,control,control,12,2018,1141,22,67310.292,14.79871593,0.058031068,R
WOR,0.09906,102421,3044,control,control,12,2018,111,30,2055.831,0.003853517,0.058031068,R
WOR,0.09906,102421,3015,prairie strip,strips,12,2018,501,36,109610.09,96.6595536,0.058031068,R
WOR,0.09906,102421,3041,prairie strip,strips,12,2018,1976,50,955.208,0.788175071,0.058031068,R
WOR,0.09906,102421,3043,prairie strip,strips,12,2018,1886,56,4805.368,0.930431585,0.058031068,R
WOR,0.04,321,3056,control,control,22,2018,2701,36,25867.07,16.03400908,7.476635514,R
WOR,0.04,321,3056,control,control,22,2018,1566,38,1911.018,1.169821552,7.476635514,R
WOR,0.04,321,3056,control,control,22,2018,1836,40,8322.151,5.184098242,7.476635514,R
WOR,0.04,321,3055,prairie strip,strips,22,2018,161,78,36798.073,18.69422088,7.476635514,R
WOR,0.04,321,3055,prairie strip,strips,22,2018,101,80,3232.263,1.642059856,7.476635514,R
WOR,0.04,321,3055,prairie strip,strips,22,2018,2311,82,6546.264,3.244278107,7.476635514,R
WOR,0.04,321,3055,prairie strip,strips,22,2018,461,84,1201.873,0.609375627,7.476635514,R
WOR,0.009,36,3056,control,control,24,2018,2701,36,25867.07,16.03400908,15,R
WOR,0.009,36,3056,control,control,24,2018,1566,38,1911.018,1.169821552,15,R
WOR,0.009,36,3056,control,control,24,2018,1836,40,8322.151,5.184098242,15,R
WOR,0.009,36,3055,prairie strip,strips,24,2018,161,78,36798.073,18.69422088,15,R
WOR,0.009,36,3055,prairie strip,strips,24,2018,101,80,3232.263,1.642059856,15,R
WOR,0.009,36,3055,prairie strip,strips,24,2018,2311,82,6546.264,3.244278107,15,R
WOR,0.009,36,3055,prairie strip,strips,24,2018,461,84,1201.873,0.609375627,15,R
WOR,0.017,136,3056,control,control,28,2018,2701,36,25867.07,16.03400908,7.5,R
WOR,0.017,136,3056,control,control,28,2018,1566,38,1911.018,1.169821552,7.5,R
WOR,0.017,136,3056,control,control,28,2018,1836,40,8322.151,5.184098242,7.5,R
WOR,0.017,136,3055,prairie strip,strips,28,2018,161,78,36798.073,18.69422088,7.5,R
WOR,0.017,136,3055,prairie strip,strips,28,2018,101,80,3232.263,1.642059856,7.5,R
WOR,0.017,136,3055,prairie strip,strips,28,2018,2311,82,6546.264,3.244278107,7.5,R
WOR,0.017,136,3055,prairie strip,strips,28,2018,461,84,1201.873,0.609375627,7.5,R
WOR,0.011,431,3056,control,control,30,2018,2701,36,25867.07,16.03400908,1.531322506,R
WOR,0.011,431,3056,control,control,30,2018,1566,38,1911.018,1.169821552,1.531322506,R
WOR,0.011,431,3056,control,control,30,2018,1836,40,8322.151,5.184098242,1.531322506,R
WOR,0.011,431,3055,prairie strip,strips,30,2018,161,78,36798.073,18.69422088,1.531322506,R
WOR,0.011,431,3055,prairie strip,strips,30,2018,101,80,3232.263,1.642059856,1.531322506,R
WOR,0.011,431,3055,prairie strip,strips,30,2018,2311,82,6546.264,3.244278107,1.531322506,R
WOR,0.011,431,3055,prairie strip,strips,30,2018,461,84,1201.873,0.609375627,1.531322506,R
WOR,0.026,76,3064,control,control,40,2018,136,42,8580.907,2.067985483,20.52631579,R
WOR,0.026,76,3063,prairie strip,strips,40,2018,226,100,8615.366,2.956399921,20.52631579,R
WOR,0.026,986,3068,control,control,44,2018,621,44,17517.722,10.01886109,1.582150101,R
WOR,0.026,986,3067,prairie strip,strips,44,2018,856,104,21482.993,10.66672184,1.582150101,R
WOR,0.016,316,NS,control,control,28,2019,0,a18,0,0,3.037974684,R
WOR,0.016,316,4007,prairie strip,strips,28,2019,61,18,184.262,0.101733664,3.037974684,R
WOR,0.057,466,4015,control,control,30,2019,171,6,23764.089,71.80656162,7.339055794,R
WOR,0.057,466,4014,prairie strip,strips,30,2019,526,20,34544.646,65.75345526,7.339055794,R
WOR,0.029,146,4032,control,control,44,2019,486,12,1169.809,1.378286226,11.91780822,R
WOR,0.029,146,4031,prairie strip,strips,44,2019,561,38,5040.568,13.62233634,11.91780822,R
WOR,0.021,36,4041,control,control,56,2019,1521,18,6837.883,1.210108093,35,R
WOR,0.021,36,4040,prairie strip,strips,56,2019,351,52,14920.271,6.158659827,35,R
WOR,0.036,391,NS,control,control,128,2019,0,a98,0,0,5.524296675,R
WOR,0.036,391,4072,prairie strip,strips,128,2019,1161,98,1095.795,0.201661731,5.524296675,R
WOR,0.024,46,NS,control,control,20,2020,0,a6,0,0,31.30434783,R
WOR,0.024,46,5008,prairie strip,strips,20,2020,61,6,278.536,0.219996094,31.30434783,R
