,date,SiteID,Treatment,Year,sampleID,julian,ro_event,rf_event
442,5/19/2017 2:54,RHO,control,2017,2013,139,6,9
443,5/19/2017 5:12,RHO,control,2017,2013,139,6,9
444,5/20/2017 1:46,RHO,control,2017,2016,140,6,10
445,5/20/2017 2:52,RHO,control,2017,2016,140,6,10
446,5/20/2017 3:57,RHO,control,2017,2016,140,6,10
447,5/20/2017 8:23,RHO,control,2017,2016,140,6,10
448,5/20/2017 9:12,RHO,control,2017,2016,140,6,10
449,5/27/2017 12:28,RHO,control,2017,2019,147,9,12
450,5/27/2017 12:46,RHO,control,2017,2019,147,9,12
451,6/16/2017 23:11,RHO,control,2017,2026,167,10,14
452,6/16/2017 23:30,RHO,control,2017,2026,167,10,14
453,6/19/2017 14:17,RHO,control,2017,2026,170,11,15
454,10/6/2017 18:21,RHO,control,2017,2027,279,25,33
455,10/6/2017 21:51,RHO,control,2017,2027,279,25,33
456,10/7/2017 2:06,RHO,control,2017,2027,280,25,33
457,10/14/2017 15:36,RHO,control,2017,2027,287,26,35
458,5/12/2018 3:42,RHO,control,2018,3008,132,7,3
459,6/20/2018 16:36,RHO,control,2018,3024,171,12,10
460,6/21/2018 16:09,RHO,control,2018,3024,172,12,11
461,6/25/2018 21:48,RHO,control,2018,3029,176,14,13
462,6/26/2018 3:36,RHO,control,2018,3029,177,14,13
463,6/26/2018 20:38,RHO,control,2018,3038,177,14,13
464,6/30/2018 19:58,RHO,control,2018,3038,181,17,14
465,6/30/2018 20:51,RHO,control,2018,3038,181,17,14
466,6/30/2018 23:00,RHO,control,2018,3038,181,17,14
467,7/1/2018 0:53,RHO,control,2018,3038,182,17,14
468,7/2/2018 6:15,RHO,control,2018,3038,183,17,14
469,8/7/2018 6:48,RHO,control,2018,3042,219,29,20
470,8/7/2018 7:23,RHO,control,2018,3042,219,29,20
471,8/20/2018 16:49,RHO,control,2018,3045,232,40,23
472,8/28/2018 18:41,RHO,control,2018,3045,240,45,25
473,9/1/2018 22:16,RHO,control,2018,3054,244,46,27
474,9/1/2018 23:38,RHO,control,2018,3054,244,46,27
475,9/3/2018 12:31,RHO,control,2018,3054,246,46,29
476,9/4/2018 21:36,RHO,control,2018,3054,247,46,30
477,9/5/2018 8:24,RHO,control,2018,3054,248,46,30
478,9/19/2018 9:59,RHO,control,2018,3062,262,55,32
479,9/19/2018 13:39,RHO,control,2018,3062,262,55,32
480,9/20/2018 23:12,RHO,control,2018,3066,263,55,34
481,9/25/2018 11:31,RHO,control,2018,3066,268,56,35
482,9/25/2018 12:12,RHO,control,2018,3066,268,56,35
483,10/5/2018 21:27,RHO,control,2018,3074,278,59,40
484,10/8/2018 4:16,RHO,control,2018,3074,281,59,41
485,10/8/2018 21:09,RHO,control,2018,3074,281,59,42
486,10/8/2018 22:11,RHO,control,2018,3074,281,59,42
487,5/17/2019 16:14,RHO,control,2019,4005,137,7,8
488,5/18/2019 18:03,RHO,control,2019,4005,138,8,9
489,5/18/2019 19:21,RHO,control,2019,4005,138,8,9
490,5/18/2019 19:26,RHO,control,2019,4005,138,8,9
491,5/21/2019 14:44,RHO,control,2019,4011,141,9,10
492,5/21/2019 19:25,RHO,control,2019,4011,141,9,10
493,5/24/2019 2:26,RHO,control,2019,4024,144,10,11
494,5/24/2019 3:30,RHO,control,2019,4024,144,10,11
495,5/24/2019 7:21,RHO,control,2019,4024,144,10,11
496,5/28/2019 15:43,RHO,control,2019,4024,148,12,14
497,5/29/2019 1:13,RHO,control,2019,4024,149,12,14
498,6/5/2019 7:06,RHO,control,2019,4029,156,14,16
499,6/21/2019 8:08,RHO,control,2019,4034,172,17,18
500,6/22/2019 10:14,RHO,control,2019,4034,173,17,19
501,6/22/2019 10:38,RHO,control,2019,4034,173,17,19
502,6/22/2019 23:06,RHO,control,2019,4034,173,17,20
503,7/3/2019 3:04,RHO,control,2019,4039,184,18,23
504,7/3/2019 17:19,RHO,control,2019,4042,184,18,24
505,8/20/2019 5:51,RHO,control,2019,4046,232,22,30
506,10/1/2019 18:51,RHO,control,2019,4060,274,29,39
507,10/1/2019 23:46,RHO,control,2019,4060,274,29,39
508,10/2/2019 0:35,RHO,control,2019,4060,275,29,39
509,10/5/2019 8:18,RHO,control,2019,4062,278,30,41
510,10/5/2019 10:40,RHO,control,2019,4062,278,30,41
511,10/10/2019 8:39,RHO,control,2019,4069,283,31,42
512,10/10/2019 9:34,RHO,control,2019,4069,283,31,42
513,5/17/2020 3:15,RHO,control,2020,5006,138,5,4
514,6/3/2020 5:20,RHO,control,2020,5013,155,9,10
515,6/9/2020 13:35,RHO,control,2020,5017,161,9,12
516,6/10/2020 7:20,RHO,control,2020,5017,162,9,13
517,6/10/2020 11:00,RHO,control,2020,5017,162,9,13
518,6/19/2020 18:40,RHO,control,2020,5020,171,10,15
519,6/22/2020 12:10,RHO,control,2020,5020,174,11,16
520,5/15/2021 17:56,RHO,control,2021,6003,135,0,5
521,5/15/2021 18:32,RHO,control,2021,6003,135,0,5
522,7/14/2021 20:41,RHO,control,2021,6008,195,6,16
523,7/14/2021 21:43,RHO,control,2021,6008,195,6,16
524,6/11/2016 4:59,RHO,strips,2016,1013,163,16,12
525,4/30/2017 20:06,RHO,strips,2017,2006,120,4,5
526,5/27/2017 12:36,RHO,strips,2017,2018,147,9,12
527,6/16/2017 23:26,RHO,strips,2017,2025,167,10,14
528,6/14/2018 4:48,RHO,strips,2018,3017,165,10,8
529,6/14/2018 12:27,RHO,strips,2018,3017,165,10,8
530,6/20/2018 3:58,RHO,strips,2018,3021,171,12,10
531,6/20/2018 14:11,RHO,strips,2018,3021,171,12,10
532,6/20/2018 19:32,RHO,strips,2018,3023,171,12,10
533,6/25/2018 21:53,RHO,strips,2018,3028,176,14,13
534,6/26/2018 4:11,RHO,strips,2018,3028,177,14,13
535,6/26/2018 14:42,RHO,strips,2018,3037,177,14,13
536,7/1/2018 4:18,RHO,strips,2018,3037,182,17,14
537,7/5/2018 1:42,RHO,strips,2018,3040,186,19,15
538,9/1/2018 22:39,RHO,strips,2018,3053,244,46,27
539,9/5/2018 8:24,RHO,strips,2018,3053,248,46,30
540,9/19/2018 10:02,RHO,strips,2018,3061,262,55,32
541,9/19/2018 13:17,RHO,strips,2018,3061,262,55,32
542,9/19/2018 13:51,RHO,strips,2018,3061,262,55,32
543,9/20/2018 23:19,RHO,strips,2018,3065,263,55,34
544,9/25/2018 11:36,RHO,strips,2018,3065,268,56,35
545,9/25/2018 11:59,RHO,strips,2018,3065,268,56,35
546,5/17/2019 16:26,RHO,strips,2019,4004,137,7,8
547,5/18/2019 17:19,RHO,strips,2019,4004,138,8,9
548,5/18/2019 18:56,RHO,strips,2019,4004,138,8,9
549,5/19/2019 0:52,RHO,strips,2019,4004,139,8,9
550,5/21/2019 13:57,RHO,strips,2019,4010,141,9,10
551,5/21/2019 17:47,RHO,strips,2019,4010,141,9,10
552,5/21/2019 19:11,RHO,strips,2019,4010,141,9,10
553,5/24/2019 2:26,RHO,strips,2019,4023,144,10,11
554,5/24/2019 4:04,RHO,strips,2019,4023,144,10,11
555,5/24/2019 7:18,RHO,strips,2019,4023,144,10,11
556,5/28/2019 15:41,RHO,strips,2019,4023,148,12,14
557,6/5/2019 7:04,RHO,strips,2019,4028,156,14,16
558,6/21/2019 8:08,RHO,strips,2019,4033,172,17,18
559,6/22/2019 10:12,RHO,strips,2019,4033,173,17,19
560,7/3/2019 3:02,RHO,strips,2019,4038,184,18,23
561,10/1/2019 18:52,RHO,strips,2019,4059,274,29,39
562,10/1/2019 23:38,RHO,strips,2019,4059,274,29,39
563,10/2/2019 0:22,RHO,strips,2019,4059,275,29,39
564,10/5/2019 8:24,RHO,strips,2019,4061,278,30,41
565,10/5/2019 10:08,RHO,strips,2019,4061,278,30,41
566,10/10/2019 8:52,RHO,strips,2019,4068,283,31,42
567,5/17/2020 4:00,RHO,strips,2020,5005,138,5,4
568,6/10/2020 8:05,RHO,strips,2020,5016,162,9,13
569,5/15/2021 17:57,RHO,strips,2021,6002,135,0,5
570,9/9/2016 8:43,SPI,control,2016,SPL1050,253,7,0
571,9/9/2016 9:04,SPI,control,2016,SPL1050,253,7,0
572,9/15/2016 12:53,SPI,control,2016,SPL1051,259,10,1
573,9/15/2016 16:38,SPI,control,2016,SPL1051,259,10,1
574,10/4/2016 22:12,SPI,control,2016,SPL1052,278,10,3
575,10/5/2016 11:28,SPI,control,2016,SPL1052,279,10,3
576,10/6/2016 19:53,SPI,control,2016,SPL1052,280,11,4
577,10/26/2016 0:12,SPI,control,2016,SPL1053,300,12,5
578,4/30/2017 20:08,SPI,control,2017,SPL2050,120,2,4
579,5/17/2017 14:42,SPI,control,2017,SPL2051,137,5,7
580,5/20/2017 2:36,SPI,control,2017,SPL2052,140,6,8
581,5/20/2017 10:39,SPI,control,2017,SPL2052,140,6,8
582,5/20/2017 13:48,SPI,control,2017,SPL2052,140,6,8
583,5/20/2017 19:17,SPI,control,2017,SPL2052,140,6,8
584,6/28/2017 2:02,SPI,control,2017,SPL2053,179,16,16
585,6/28/2017 3:38,SPI,control,2017,SPL2053,179,16,16
586,8/21/2017 12:44,SPI,control,2017,SPL2054,233,16,23
587,8/21/2017 14:34,SPI,control,2017,SPL2054,233,16,23
588,8/21/2017 17:09,SPI,control,2017,SPL2054,233,16,23
589,6/18/2018 4:26,SPI,control,2018,SPL3300,169,2,3
590,6/20/2018 16:41,SPI,control,2018,SPL3301,171,4,4
591,6/20/2018 21:25,SPI,control,2018,SPL3301,171,4,4
592,6/21/2018 1:12,SPI,control,2018,SPL3301,172,4,4
593,6/21/2018 7:49,SPI,control,2018,SPL3301,172,4,4
594,6/24/2018 18:01,SPI,control,2018,SPL3302,175,5,5
595,6/24/2018 19:58,SPI,control,2018,SPL3302,175,5,5
596,6/24/2018 23:32,SPI,control,2018,SPL3302,175,5,5
597,6/25/2018 11:30,SPI,control,2018,SPL3302,176,5,5
598,6/25/2018 22:18,SPI,control,2018,SPL3304,176,5,6
599,6/25/2018 23:17,SPI,control,2018,SPL3304,176,5,6
600,7/1/2018 1:11,SPI,control,2018,SPL3306,182,6,7
601,7/1/2018 7:46,SPI,control,2018,SPL3306,182,6,7
602,8/4/2018 10:16,SPI,control,2018,SPL3308,216,13,13
603,9/4/2018 11:47,SPI,control,2018,SPL3309,247,33,16
604,9/4/2018 17:12,SPI,control,2018,SPL3309,247,33,16
605,9/18/2018 7:31,SPI,control,2018,SPL3310,261,38,18
606,9/19/2018 6:06,SPI,control,2018,SPL3310,262,38,19
607,9/19/2018 9:32,SPI,control,2018,SPL3310,262,38,19
608,9/19/2018 14:16,SPI,control,2018,SPL3310,262,38,19
609,9/19/2018 18:28,SPI,control,2018,SPL3310,262,38,19
610,9/20/2018 2:04,SPI,control,2018,SPL3310,263,38,19
611,9/20/2018 20:32,SPI,control,2018,SPL3310,263,38,19
612,5/27/2019 8:46,SPI,control,2019,SPL4300,147,17,14
613,5/17/2020 1:30,SPI,control,2020,5007,138,1,0
614,9/30/2021 23:16,SPI,control,2021,6011,273,18,29
615,6/24/2018 18:34,SPI,strips,2018,SPL3303,175,5,5
616,6/25/2018 0:29,SPI,strips,2018,SPL3303,176,5,6
617,6/25/2018 1:18,SPI,strips,2018,SPL3303,176,5,6
618,6/25/2018 23:32,SPI,strips,2018,SPL3305,176,5,6
619,6/26/2018 0:20,SPI,strips,2018,SPL3305,177,5,6
620,7/1/2018 1:29,SPI,strips,2018,SPL3307,182,6,7
621,7/1/2018 4:49,SPI,strips,2018,SPL3307,182,6,7
622,7/1/2018 9:57,SPI,strips,2018,SPL3307,182,6,7
623,9/20/2018 2:53,SPI,strips,2018,SPL3311,263,38,19
624,9/20/2018 4:45,SPI,strips,2018,SPL3311,263,38,19
625,9/20/2018 6:10,SPI,strips,2018,SPL3311,263,38,19
626,9/20/2018 10:02,SPI,strips,2018,SPL3311,263,38,19
627,9/20/2018 18:03,SPI,strips,2018,SPL3311,263,38,19
628,5/27/2019 9:10,SPI,strips,2019,SPL4301,147,17,14
629,8/11/2016 20:16,WHI,control,2016,1018,224,24,8
630,6/19/2018 8:41,WHI,control,2018,3203,170,3,11
631,6/19/2018 10:31,WHI,control,2018,3203,170,3,11
632,6/24/2018 15:48,WHI,control,2018,3205,175,4,14
633,6/24/2018 20:09,WHI,control,2018,3205,175,4,14
634,7/1/2018 5:21,WHI,control,2018,3207,182,7,16
635,7/4/2018 23:41,WHI,control,2018,3210,185,9,17
636,7/5/2018 0:03,WHI,control,2018,3210,186,9,17
637,10/1/2018 10:59,WHI,control,2018,3213,274,22,35
638,10/1/2018 12:01,WHI,control,2018,3213,274,22,35
639,10/8/2018 18:06,WHI,control,2018,3077,281,23,38
640,10/9/2018 19:21,WHI,control,2018,3077,282,24,39
641,5/24/2019 1:44,WHI,control,2019,4020,144,1,12
642,5/28/2019 7:22,WHI,control,2019,4020,148,3,14
643,8/20/2019 4:01,WHI,control,2019,4050,232,9,27
644,8/20/2019 4:42,WHI,control,2019,4050,232,9,27
645,5/3/2018 11:43,WHI,strips,2018,3200,123,0,3
646,5/3/2018 18:57,WHI,strips,2018,3201,123,0,3
647,6/19/2018 8:19,WHI,strips,2018,3202,170,3,11
648,6/19/2018 10:15,WHI,strips,2018,3202,170,3,11
649,6/19/2018 19:14,WHI,strips,2018,3204,170,3,11
650,6/24/2018 15:52,WHI,strips,2018,3206,175,4,14
651,6/26/2018 8:14,WHI,strips,2018,3206,177,4,14
652,6/30/2018 21:04,WHI,strips,2018,3208,181,7,16
653,7/1/2018 3:57,WHI,strips,2018,3208,182,7,16
654,7/4/2018 23:31,WHI,strips,2018,3209,185,9,17
655,7/5/2018 0:03,WHI,strips,2018,3209,186,9,17
656,9/25/2018 9:51,WHI,strips,2018,3211,268,21,33
657,9/25/2018 10:26,WHI,strips,2018,3211,268,21,33
658,10/1/2018 11:02,WHI,strips,2018,3212,274,22,35
659,10/1/2018 11:35,WHI,strips,2018,3212,274,22,35
660,10/8/2018 6:23,WHI,strips,2018,3076,281,23,38
661,10/9/2018 18:26,WHI,strips,2018,3076,282,24,39
662,5/22/2019 2:58,WHI,strips,2019,4012,142,0,11
663,5/22/2019 3:48,WHI,strips,2019,4012,142,0,11
664,5/23/2019 23:26,WHI,strips,2019,4019,143,1,12
665,5/24/2019 6:56,WHI,strips,2019,4019,144,1,12
666,5/28/2019 6:47,WHI,strips,2019,4019,148,3,14
667,5/28/2019 8:30,WHI,strips,2019,4019,148,3,14
668,8/20/2019 4:03,WHI,strips,2019,4049,232,9,27
669,8/20/2019 5:07,WHI,strips,2019,4049,232,9,27
670,10/5/2019 9:24,WHI,strips,2019,4064,278,13,42
671,10/9/2019 20:01,WHI,strips,2019,4066,282,14,43
672,10/9/2019 20:29,WHI,strips,2019,4066,282,14,43
673,10/10/2019 6:06,WHI,strips,2019,4066,283,14,43
674,10/10/2019 10:51,WHI,strips,2019,4066,283,14,43
675,10/10/2019 11:50,WHI,strips,2019,4066,283,14,43
676,10/10/2019 16:11,WHI,strips,2019,4066,283,14,43
677,9/8/2016 0:33,WOR,control,2016,1025,252,40,36
678,9/22/2016 22:16,WOR,control,2016,1030,266,48,41
679,9/23/2016 0:16,WOR,control,2016,1030,267,48,41
680,9/24/2016 23:27,WOR,control,2016,1035,268,48,42
681,5/3/2018 13:12,WOR,control,2018,3000,123,2,2
682,5/3/2018 21:38,WOR,control,2018,3000,123,2,2
683,6/6/2018 18:06,WOR,control,2018,3010,157,9,4
684,6/14/2018 3:54,WOR,control,2018,3016,165,12,7
685,6/14/2018 11:31,WOR,control,2018,3016,165,12,7
686,6/18/2018 20:41,WOR,control,2018,3019,169,13,
687,6/18/2018 22:49,WOR,control,2018,3019,169,13,
688,6/20/2018 14:48,WOR,control,2018,3027,171,13,
689,6/20/2018 15:17,WOR,control,2018,3027,171,13,
690,6/25/2018 21:18,WOR,control,2018,3030,176,15,
691,6/26/2018 2:27,WOR,control,2018,3030,177,15,
692,6/30/2018 17:51,WOR,control,2018,3035,181,16,
693,7/1/2018 2:46,WOR,control,2018,3035,182,16,
694,7/4/2018 17:04,WOR,control,2018,3039,185,18,
695,7/5/2018 1:26,WOR,control,2018,3039,186,18,
696,8/16/2018 11:52,WOR,control,2018,3044,228,23,8
697,9/1/2018 23:56,WOR,control,2018,3056,244,30,12
698,9/2/2018 11:33,WOR,control,2018,3056,245,30,13
699,9/4/2018 18:13,WOR,control,2018,3056,247,30,15
700,9/4/2018 20:07,WOR,control,2018,3056,247,30,15
701,9/5/2018 10:49,WOR,control,2018,3056,248,30,15
702,9/25/2018 11:02,WOR,control,2018,3064,268,35,20
703,9/25/2018 12:50,WOR,control,2018,3064,268,35,20
704,10/1/2018 12:32,WOR,control,2018,3068,274,37,22
705,10/1/2018 13:57,WOR,control,2018,3068,274,37,22
706,5/24/2019 6:14,WOR,control,2019,4015,144,8,14
707,5/24/2019 7:52,WOR,control,2019,4015,144,8,14
708,6/21/2019 7:47,WOR,control,2019,4032,172,15,19
709,7/3/2019 16:22,WOR,control,2019,4041,184,20,22
710,7/3/2019 16:52,WOR,control,2019,4041,184,20,22
711,9/22/2016 22:11,WOR,strips,2016,1029,266,48,41
712,9/22/2016 23:26,WOR,strips,2016,1029,266,48,41
713,6/14/2018 3:37,WOR,strips,2018,3015,165,12,
714,6/14/2018 9:56,WOR,strips,2018,3015,165,12,
715,8/7/2018 5:32,WOR,strips,2018,3041,219,21,
716,8/7/2018 6:06,WOR,strips,2018,3041,219,21,
717,8/16/2018 11:46,WOR,strips,2018,3043,228,23,8
718,8/16/2018 12:21,WOR,strips,2018,3043,228,23,8
719,9/1/2018 23:24,WOR,strips,2018,3055,244,30,12
720,9/2/2018 11:27,WOR,strips,2018,3055,245,30,12
721,9/4/2018 18:06,WOR,strips,2018,3055,247,30,15
722,9/4/2018 20:02,WOR,strips,2018,3055,247,30,15
723,9/5/2018 10:42,WOR,strips,2018,3055,248,30,15
724,9/25/2018 10:56,WOR,strips,2018,3063,268,35,20
725,9/25/2018 11:30,WOR,strips,2018,3063,268,35,20
726,10/1/2018 7:34,WOR,strips,2018,3067,274,37,22
727,10/1/2018 13:41,WOR,strips,2018,3067,274,37,22
728,5/21/2019 15:14,WOR,strips,2019,4007,141,7,13
729,5/24/2019 0:19,WOR,strips,2019,4014,144,8,14
730,5/24/2019 6:07,WOR,strips,2019,4014,144,8,14
731,5/24/2019 7:30,WOR,strips,2019,4014,144,8,14
732,6/21/2019 7:36,WOR,strips,2019,4031,172,15,19
733,6/21/2019 8:01,WOR,strips,2019,4031,172,15,19
734,7/3/2019 16:13,WOR,strips,2019,4040,184,20,22
735,7/3/2019 16:37,WOR,strips,2019,4040,184,20,22
736,10/21/2019 6:46,WOR,strips,2019,4072,294,43,51
737,5/25/2020 19:05,WOR,strips,2020,5008,146,2,9
